날짜,LG화학,SKC,삼성SDI,포스코케미칼,SK이노베이션,에코프로비엠,일진머티리얼즈,솔브레인,에코프로,엘앤에프,천보,후성,솔루스첨단소재,피엔티,씨아이에스,솔브레인홀딩스,원익피앤이,코스모화학,파워로직스,KG케미칼,율촌화학,엠플러스,신흥에스이씨,삼지전자,이노메트리,대보마그네틱,대주전자재료,코스모신소재,코윈테크,동화기업,에코프로에이치엔,SK아이이테크놀로지,하나기술
2021-09-23,7.22,8.97,8.11,8.81,7.48,10.81,4.54,3.07,3.91,7.85,2.81,2.28,2.4,1.41,2.16,,0.91,,,,0.55,0.26,0.59,,0.24,0.22,2.06,2.51,0.46,0.64,,9.18,0.41
2021-09-24,7.03,8.79,7.83,8.78,7.37,10.52,4.57,2.99,4.0,9.13,2.78,2.23,2.41,1.39,1.99,,0.86,,,,0.57,0.25,0.6,,0.23,0.21,2.44,2.62,0.44,0.64,,8.8,0.4
2021-09-27,6.92,9.29,7.71,9.02,7.24,10.27,5.07,2.91,3.8,9.01,2.74,2.51,2.51,1.39,1.95,,0.87,,,,0.51,0.25,0.62,,0.23,0.21,2.52,2.63,0.45,0.64,,8.23,0.39
2021-09-28,7.08,9.5,7.62,8.86,7.63,10.34,5.24,2.86,3.71,8.53,2.65,2.33,2.43,1.36,1.93,,0.88,,,,0.51,0.24,0.58,,0.22,0.21,2.47,2.52,0.44,0.63,,8.68,0.4
2021-09-29,6.95,9.75,7.5,9.44,7.71,9.79,5.51,2.74,3.73,8.25,2.58,2.32,2.47,1.37,1.96,,0.86,,,,0.52,0.24,0.57,,0.22,0.21,2.49,2.56,0.44,0.66,,8.65,0.39
2021-09-30,7.01,8.27,7.58,9.39,7.68,10.22,5.37,2.75,3.69,8.41,2.63,2.4,2.5,1.39,2.46,,0.84,,,,0.52,0.25,0.57,,0.22,0.21,2.5,2.53,0.43,0.72,,8.97,0.39
2021-10-01,7.04,8.16,7.55,9.58,7.72,9.98,5.38,2.7,3.65,8.67,2.6,2.34,2.58,1.38,2.35,,0.8,,,,0.53,0.25,0.56,,0.22,0.2,2.44,2.52,0.44,0.7,,9.14,0.39
2021-10-05,6.88,8.33,7.32,9.52,7.83,9.79,5.76,2.65,3.68,8.76,2.54,2.39,2.77,1.38,2.33,,0.78,,,,0.51,0.24,0.56,,0.21,0.2,2.8,2.55,0.42,0.74,,8.58,0.37
2021-10-06,7.23,8.05,7.57,9.25,7.97,9.7,5.64,2.7,3.82,8.42,2.66,2.55,2.88,1.46,2.27,,0.77,,,,0.52,0.24,0.56,,0.21,0.2,2.63,2.46,0.43,0.78,,8.55,0.37
2021-10-07,7.16,8.12,7.57,9.32,7.84,9.66,5.6,2.78,3.84,8.73,2.65,2.49,2.77,1.46,2.3,,0.81,,,,0.53,0.25,0.57,,0.22,0.2,2.54,2.43,0.44,0.75,,8.49,0.38
2021-10-08,7.31,8.16,7.67,8.85,7.61,9.8,5.71,2.68,3.68,9.08,2.63,2.45,2.96,1.52,2.29,,0.79,,,,0.52,0.25,0.55,,0.21,0.2,2.46,2.41,0.43,0.8,,8.49,0.38
2021-10-12,7.62,7.92,7.41,8.7,7.87,9.77,5.76,2.6,3.79,9.35,2.71,2.45,2.92,1.52,2.32,,0.78,,,,0.5,0.25,0.53,,0.2,0.22,2.49,2.4,0.44,0.79,,8.22,0.38
